Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0017728			Ler03	Loc09, Loc01		
N0.HOG0017729			Ler03, Ler08			
N0.HOG0017730			Ler03	Loc03		
N0.HOG0017731			Ler03	Loc03		Xtr03
N0.HOG0017732			Ler40	Loc04		Xtr02
N0.HOG0017733			Ler44	Loc28		Xtr04
N0.HOG0017734			Ler04			
N0.HOG0017735			LerSca			
N0.HOG0017736			Ler05, Ler08, Ler06			
N0.HOG0017737			Ler06	Loc17		Xtr02
N0.HOG0017738			Ler06	Loc17		Xtr02
N0.HOG0017739			LerSca	LocSca		Xtr08
N0.HOG0017740			Ler07	Loc12		
N0.HOG0017741			Ler08	Loc16		Xtr05
N0.HOG0017742			LerSca	Loc12		Xtr09
N0.HOG0017743				Loc05, Loc01		
N0.HOG0017744				Loc01		Xtr08
N0.HOG0017745				Loc14, Loc01		
N0.HOG0017746				Loc01		Xtr03
N0.HOG0017747				Loc01		
N0.HOG0017748				Loc14		
N0.HOG0017749				Loc15		Xtr10
N0.HOG0017750				Loc03, Loc17		
N0.HOG0017751				Loc02		Xtr01
N0.HOG0017752				Loc02		
N0.HOG0017753				Loc02		Xtr02
N0.HOG0017754				Loc02		Xtr03
N0.HOG0017755				Loc24		Xtr10
N0.HOG0017756				Loc24		Xtr07
N0.HOG0017757				Loc24		Xtr07, Xtr08
N0.HOG0017758				Loc24		Xtr03
N0.HOG0017759				Loc25		Xtr07
N0.HOG0017760				Loc26		Xtr07
N0.HOG0017761				Loc03, Loc26		
N0.HOG0017762				Loc05, Loc04, Loc07		
N0.HOG0017763				Loc04		Xtr01, Xtr03
N0.HOG0017764				Loc05		
N0.HOG0017765				Loc06		
N0.HOG0017766				Loc07		Xtr09, Xtr05
N0.HOG0017767				Loc08		
N0.HOG0017768				Loc08		Xtr03
N0.HOG0017769				LocSca		
N0.HOG0017770				LocSca		
N0.HOG0017771						Xtr01, Xtr04
N0.HOG0017772						Xtr01
N0.HOG0017773						Xtr02, Xtr01
N0.HOG0017774						Xtr02, Xtr01, Xtr05
N0.HOG0017775						Xtr07, Xtr01, Xtr03
N0.HOG0017776						Xtr01
N0.HOG0017777						Xtr01, Xtr08, Xtr04
N0.HOG0017778						Xtr01, Xtr03, Xtr05
N0.HOG0017779						Xtr02, Xtr01, Xtr08
N0.HOG0017780						Xtr10, Xtr01, Xtr05
N0.HOG0017781						Xtr10, Xtr09, Xtr05
N0.HOG0017782						Xtr10
N0.HOG0017783						Xtr10
N0.HOG0017784						Xtr10, Xtr03
N0.HOG0017785						Xtr02, Xtr10, Xtr08
N0.HOG0017786						Xtr02, Xtr09
N0.HOG0017787						Xtr02, Xtr07
N0.HOG0017788						Xtr02
N0.HOG0017789						Xtr02
N0.HOG0017790						Xtr02, Xtr06, Xtr07
N0.HOG0017791						Xtr02
N0.HOG0017792						Xtr02, Xtr07, Xtr09
N0.HOG0017793						Xtr02
N0.HOG0017794						Xtr02, Xtr06, Xtr04
N0.HOG0017795						Xtr02, Xtr05
N0.HOG0017796						Xtr03
N0.HOG0017797						Xtr08, Xtr03
N0.HOG0017798						Xtr06, Xtr07, Xtr03
N0.HOG0017799						Xtr03
N0.HOG0017800						Xtr08, Xtr03, Xtr05
N0.HOG0017801						Xtr06, Xtr03, Xtr04
N0.HOG0017802						Xtr08, Xtr03
N0.HOG0017803						Xtr03
N0.HOG0017804						Xtr06, Xtr03, Xtr05
N0.HOG0017805						Xtr03
N0.HOG0017806						Xtr08, Xtr03
N0.HOG0017807						Xtr03
N0.HOG0017808						Xtr08, Xtr03, Xtr05
N0.HOG0017809						Xtr03
N0.HOG0017810						Xtr03
N0.HOG0017811						Xtr04
N0.HOG0017812						Xtr04
N0.HOG0017813						Xtr09, Xtr06, Xtr04
N0.HOG0017814						Xtr07, Xtr04
N0.HOG0017815						Xtr08, Xtr04
N0.HOG0017816						Xtr04
N0.HOG0017817						Xtr04
N0.HOG0017818						Xtr04
N0.HOG0017819						Xtr04, Xtr05
N0.HOG0017820						Xtr06, Xtr04
N0.HOG0017821						Xtr05
N0.HOG0017822						Xtr05
N0.HOG0017823						Xtr06, Xtr05
N0.HOG0017824						Xtr05
N0.HOG0017825						Xtr05
N0.HOG0017826						Xtr06
N0.HOG0017827						Xtr06
N0.HOG0017828						Xtr06
N0.HOG0017829						Xtr06, Xtr08
N0.HOG0017830						Xtr06, Xtr09
N0.HOG0017831						Xtr06
N0.HOG0017832						Xtr07
N0.HOG0017833						Xtr07
N0.HOG0017834						Xtr07
N0.HOG0017835						Xtr07
N0.HOG0017836						Xtr07
N0.HOG0017837						Xtr07
N0.HOG0017838						Xtr07
N0.HOG0017839						Xtr07
N0.HOG0017840						Xtr07
N0.HOG0017841						Xtr07
N0.HOG0017842						Xtr08
N0.HOG0017843						Xtr08
N0.HOG0017844						Xtr08
N0.HOG0017845						Xtr08
N0.HOG0017846						Xtr08
N0.HOG0017847						Xtr08
N0.HOG0017848						Xtr08
N0.HOG0017849						Xtr08, Xtr09
N0.HOG0017850						Xtr08
N0.HOG0017851						Xtr08
N0.HOG0017852						Xtr09
N0.HOG0017853						Xtr09
N0.HOG0017854	Cmi01	Cpl02				
N0.HOG0017855	Cmi01	CplSca				
N0.HOG0017856	Cmi01	Cpl32				
N0.HOG0017857	Cmi01			Loc02		
N0.HOG0017858	Cmi01	Cpl01				
N0.HOG0017859	Cmi01		Ler41			
N0.HOG0017860	Cmi01, Cmi03					
N0.HOG0017861	Cmi01	CplSca				
N0.HOG0017862	Cmi01					Xtr01
N0.HOG0017863	Cmi01	Cpl01				
N0.HOG0017864	Cmi01			Loc04		
N0.HOG0017865	Cmi01		Ler03			
N0.HOG0017866	Cmi01	Cpl02				
N0.HOG0017867	Cmi01			Loc02		
N0.HOG0017868	Cmi01		Ler03			
N0.HOG0017869	Cmi01	Cpl02				
N0.HOG0017870	Cmi01			Loc02		
N0.HOG0017871	Cmi01	Cpl02				
N0.HOG0017872	Cmi01	Cpl01				
N0.HOG0017873	Cmi01	Cpl01				
N0.HOG0017874	Cmi01					
N0.HOG0017875	Cmi01					
N0.HOG0017876	Cmi01				GgaZ	
N0.HOG0017877	Cmi01	Cpl16				
N0.HOG0017878	Cmi02	Cpl05				
N0.HOG0017879	Cmi02			Loc09		
N0.HOG0017880	Cmi02			Loc11		
N0.HOG0017881	Cmi02		Ler02			
N0.HOG0017882	Cmi02		Ler02			
N0.HOG0017883	Cmi02		Ler02			
N0.HOG0017884	Cmi02		Ler02			
N0.HOG0017885	Cmi02		Ler04			
N0.HOG0017886	Cmi02			Loc11		
N0.HOG0017887	Cmi02	Cpl04				
N0.HOG0017888	Cmi02		Ler43			
N0.HOG0017889	Cmi02					
N0.HOG0017890	Cmi02					
N0.HOG0017891	Cmi02			LocSca		
N0.HOG0017892	Cmi02		Ler04			
N0.HOG0017893	Cmi02		Ler04			
N0.HOG0017894	Cmi02		Ler04			
N0.HOG0017895	Cmi03			Loc01		
N0.HOG0017896	Cmi03					
N0.HOG0017897	Cmi03	Cpl03				
N0.HOG0017898	Cmi03		Ler05			
N0.HOG0017899	Cmi03					Xtr05
N0.HOG0017900	Cmi03, Cmi14					
N0.HOG0017901	Cmi03			Loc01		
N0.HOG0017902	Cmi03		Ler05			
N0.HOG0017903	Cmi03	Cpl03				
N0.HOG0017904	Cmi03				Gga03	
N0.HOG0017905	Cmi03				Gga03	
N0.HOG0017906	Cmi03			Loc01		
N0.HOG0017907	Cmi03				Gga03	
N0.HOG0017908	Cmi03	Cpl09				
N0.HOG0017909	Cmi04		Ler13			
N0.HOG0017910	Cmi04			Loc17		
N0.HOG0017911	Cmi04					
N0.HOG0017912	Cmi04					Xtr02
N0.HOG0017913	Cmi04	Cpl45				
N0.HOG0017914	Cmi04		Ler06			
N0.HOG0017915	Cmi04		Ler06			
N0.HOG0017916	Cmi04	Cpl06				
N0.HOG0017917	Cmi05					
N0.HOG0017918	Cmi05			Loc10		
N0.HOG0017919	Cmi05	Cpl11				
N0.HOG0017920	Cmi05	Cpl11				
N0.HOG0017921	Cmi05		Ler10			
N0.HOG0017922	Cmi05					
N0.HOG0017923	Cmi05					
N0.HOG0017924	Cmi05			Loc08		
N0.HOG0017925	Cmi05		Ler19			
N0.HOG0017926	Cmi05				Gga01	
N0.HOG0017927	Cmi05					
N0.HOG0017928	Cmi05					
N0.HOG0017929	Cmi05		Ler22			
N0.HOG0017930	Cmi06		LerSca			
N0.HOG0017931	Cmi06		LerSca			
N0.HOG0017932	Cmi06	Cpl07				
N0.HOG0017933	Cmi06			Loc12		
N0.HOG0017934	Cmi06			Loc12		
N0.HOG0017935	Cmi06	Cpl07				
N0.HOG0017936	Cmi06		Ler07			
N0.HOG0017937	Cmi07	Cpl22				
N0.HOG0017938	Cmi07					
N0.HOG0017939	Cmi07			Loc05		
N0.HOG0017940	Cmi07			Loc05		
N0.HOG0017941	Cmi07		Ler34			
N0.HOG0017942	Cmi07		Ler34			
N0.HOG0017943	Cmi07	Cpl38				
N0.HOG0017944	Cmi07			Loc05		
N0.HOG0017945	Cmi08	Cpl25				
N0.HOG0017946	Cmi08	Cpl25				
N0.HOG0017947	Cmi08		Ler25			
N0.HOG0017948	Cmi08		Ler31			
N0.HOG0017949	Cmi08		Ler31			
N0.HOG0017950	Cmi08			Loc21		
N0.HOG0017951	Cmi08		Ler31			
N0.HOG0017952	Cmi08	Cpl30				
N0.HOG0017953	Cmi08		Ler10			
N0.HOG0017954	Cmi09	Cpl10				
N0.HOG0017955	Cmi09		Ler09			
N0.HOG0017956	Cmi09		Ler09			
N0.HOG0017957	Cmi09	Cpl10				
N0.HOG0017958	Cmi09		Ler38			
N0.HOG0017959	Cmi09		Ler38			
N0.HOG0017960	Cmi10				Gga19	
N0.HOG0017961	Cmi10	Cpl28				
N0.HOG0017962	Cmi10	Cpl29				
N0.HOG0017963	Cmi10	Cpl27				
N0.HOG0017964	Cmi10	Cpl27				
N0.HOG0017965	Cmi10					
N0.HOG0017966	Cmi11	Cpl13				
N0.HOG0017967	Cmi11					
N0.HOG0017968	Cmi11	Cpl13				
N0.HOG0017969	Cmi12			Loc05		
N0.HOG0017970	Cmi24, Cmi12					
N0.HOG0017971	Cmi12			Loc05		
N0.HOG0017972	Cmi12					Xtr04
N0.HOG0017973	Cmi13			Loc06		
N0.HOG0017974	Cmi13		Ler11			
N0.HOG0017975	Cmi13		Ler11			
N0.HOG0017976	Cmi13		Ler11			
N0.HOG0017977	Cmi13		Ler11			
N0.HOG0017978	Cmi14		Ler17			
N0.HOG0017979	Cmi14			Loc23		
N0.HOG0017980	Cmi14		Ler17			
N0.HOG0017981	Cmi14					Xtr07
N0.HOG0017982	Cmi14			Loc23		
N0.HOG0017983	Cmi14	Cpl17				
N0.HOG0017984	Cmi15					Xtr08
N0.HOG0017985	Cmi15	Cpl15				
N0.HOG0017986	Cmi15			Loc07		
N0.HOG0017987	Cmi15					
N0.HOG0017988	Cmi16	Cpl21				
N0.HOG0017989	Cmi16			Loc13		
N0.HOG0017990	Cmi16		Ler20			
N0.HOG0017991	Cmi17		Ler18			
N0.HOG0017992	Cmi17	Cpl16				
N0.HOG0017993	Cmi17	Cpl16				
N0.HOG0017994	Cmi17	Cpl16				
N0.HOG0017995	Cmi18					
N0.HOG0017996	Cmi19		Ler24			
N0.HOG0017997	Cmi19		Ler24			
N0.HOG0017998	Cmi19			Loc08		
N0.HOG0017999	Cmi19		Ler24			
N0.HOG0018000	Cmi19		Ler24			
N0.HOG0018001	Cmi19					
N0.HOG0018002	Cmi19			Loc08		
N0.HOG0018003	Cmi19		Ler24			
N0.HOG0018004	Cmi19			Loc03		
N0.HOG0018005	Cmi19	CplSca				
N0.HOG0018006	Cmi20	Cpl24				
N0.HOG0018007	Cmi20	Cpl24				
N0.HOG0018008	Cmi21		Ler29			
N0.HOG0018009	Cmi21		Ler03			
N0.HOG0018010	Cmi21	Cpl31				
N0.HOG0018011	Cmi21		Ler29			
N0.HOG0018012	Cmi21					
N0.HOG0018013	Cmi21					
N0.HOG0018014	Cmi21	Cpl31				
N0.HOG0018015	Cmi21	Cpl31				
N0.HOG0018016	Cmi22				Gga10	
N0.HOG0018017	Cmi22			Loc03		
N0.HOG0018018	Cmi22					
N0.HOG0018019	Cmi23					
N0.HOG0018020	Cmi23	CplSca				
N0.HOG0018021	Cmi23		Ler27			
N0.HOG0018022	Cmi24	Cpl34				
N0.HOG0018023	Cmi24	Cpl34				
N0.HOG0018024	Cmi25		Ler32			
N0.HOG0018025	Cmi26	Cpl36				
N0.HOG0018026	Cmi26	Cpl36				
N0.HOG0018027	Cmi27					
N0.HOG0018028	Cmi27					Xtr02
N0.HOG0018029	Cmi27					
N0.HOG0018030	Cmi27		LerSca			
N0.HOG0018031	Cmi27		LerSca			
N0.HOG0018032	Cmi27	Cpl43				
N0.HOG0018033	Cmi27					
N0.HOG0018034	Cmi27					
N0.HOG0018035	Cmi28	Cpl35				
N0.HOG0018036	Cmi28		Ler35			
N0.HOG0018037	Cmi28			Loc01		
N0.HOG0018038	Cmi28			Loc01		
N0.HOG0018039	Cmi28					
N0.HOG0018040	Cmi29					
N0.HOG0018041	Cmi29	Cpl08				
N0.HOG0018042	Cmi29		Ler39			
N0.HOG0018043	Cmi29	Cpl08				
N0.HOG0018044	Cmi29		Ler39			
N0.HOG0018045	Cmi29					
N0.HOG0018046	Cmi30					Xtr08
N0.HOG0018047	Cmi30	Cpl37				
N0.HOG0018048	Cmi30					Xtr07
N0.HOG0018049	Cmi30					
N0.HOG0018050	Cmi31	Cpl39				
N0.HOG0018051	Cmi31	Cpl39				
N0.HOG0018052	CmiSca	Cpl49				
N0.HOG0018053	CmiSca	Cpl45				
N0.HOG0018054	CmiSca	CplSca				
N0.HOG0018055	CmiSca	CplSca				
N0.HOG0018056	CmiSca		Ler08			
N0.HOG0018057	CmiSca			Loc02		
N0.HOG0018058	CmiSca	CplSca				
N0.HOG0018059	CmiSca					
N0.HOG0018060	CmiSca					Xtr08
N0.HOG0018061	CmiSca					
N0.HOG0018062	CmiSca					
N0.HOG0018063	CmiSca					
N0.HOG0018064	CmiSca					
N0.HOG0018065	CmiSca					
N0.HOG0018066	CmiSca					
N0.HOG0018067	CmiSca					Xtr04
N0.HOG0018068	CmiSca					
N0.HOG0018069	CmiSca		Ler38			
N0.HOG0018070	CmiSca					
N0.HOG0018071	CmiSca					
N0.HOG0018072	CmiSca					
N0.HOG0018073	CmiSca					Xtr04
N0.HOG0018074	CmiSca					
N0.HOG0018075	CmiSca					
N0.HOG0018076	CmiSca	Cpl16				
N0.HOG0018077	CmiSca		Ler08			
N0.HOG0018078	CmiSca					
N0.HOG0018079	CmiSca					
N0.HOG0018080	CmiSca					Xtr09
N0.HOG0018081	CmiSca	CplSca				
N0.HOG0018082	CmiSca		LerSca			
N0.HOG0018083	CmiSca		LerSca			
N0.HOG0018084	CmiSca	Cpl09				
N0.HOG0018085	CmiSca		LerSca			
N0.HOG0018086	CmiSca					Xtr08
N0.HOG0018087	CmiSca					
N0.HOG0018088	CmiSca	CplSca				
N0.HOG0018089	CmiSca		Ler11			
N0.HOG0018090	CmiSca	CplSca				
N0.HOG0018091	CmiSca		LerSca			
N0.HOG0018092	CmiSca	Cpl18				
N0.HOG0018093	CmiSca	CplSca				
N0.HOG0018094		Cpl01	LerSca			
N0.HOG0018095		Cpl01	LerSca			
N0.HOG0018096		Cpl01				Xtr09
N0.HOG0018097		Cpl01	Ler01			
N0.HOG0018098		Cpl01	Ler01			
N0.HOG0018099		Cpl01		Loc04		
N0.HOG0018100		Cpl01	Ler01			
N0.HOG0018101		Cpl01	Ler01			
N0.HOG0018102		Cpl02	Ler03			
N0.HOG0018103		Cpl02	Ler03			
N0.HOG0018104		Cpl02	Ler03			
N0.HOG0018105		Cpl02	Ler03			
N0.HOG0018106		Cpl02	Ler03			
N0.HOG0018107		Cpl02	Ler03			
N0.HOG0018108		Cpl02	Ler03			
N0.HOG0018109		Cpl02	Ler03			
N0.HOG0018110		Cpl02	Ler03			
N0.HOG0018111		Cpl02	Ler03			
N0.HOG0018112		Cpl02				Xtr01
N0.HOG0018113		Cpl03	Ler05			
N0.HOG0018114		Cpl03	Ler05			
N0.HOG0018115		Cpl03				
N0.HOG0018116		Cpl03				Xtr01
N0.HOG0018117		Cpl03			Gga03	
N0.HOG0018118		Cpl03	Ler05			
N0.HOG0018119		Cpl03	Ler05			
N0.HOG0018120		Cpl03				
N0.HOG0018121		Cpl04	Ler04			
N0.HOG0018122		Cpl04	LerSca			
N0.HOG0018123		Cpl04	Ler04			
N0.HOG0018124		Cpl04				Xtr06
N0.HOG0018125		Cpl04		Loc09		
N0.HOG0018126		Cpl04	Ler04			
N0.HOG0018127		Cpl05	Ler02			
N0.HOG0018128		Cpl05				
N0.HOG0018129		Cpl05	Ler02			
N0.HOG0018130		Cpl05	Ler02			
N0.HOG0018131		Cpl05	Ler02			
N0.HOG0018132		Cpl05	Ler02			
N0.HOG0018133		Cpl05	Ler02			
N0.HOG0018134		Cpl05	Ler02			
N0.HOG0018135		Cpl05	Ler02			
N0.HOG0018136		Cpl05	Ler02			
N0.HOG0018137		Cpl05	Ler02			
N0.HOG0018138		Cpl06	Ler06			
N0.HOG0018139		Cpl06	Ler06			
N0.HOG0018140		Cpl06	Ler06			
N0.HOG0018141		Cpl06	Ler06			
N0.HOG0018142		Cpl06	Ler06			
N0.HOG0018143		Cpl07	Ler07			
N0.HOG0018144		Cpl07	Ler07			
N0.HOG0018145		Cpl07		Loc12		
N0.HOG0018146		Cpl07		Loc12		
N0.HOG0018147		Cpl07	Ler07			
N0.HOG0018148		Cpl07	Ler07			
N0.HOG0018149		Cpl07	Ler04			
N0.HOG0018150		Cpl07	Ler07			
N0.HOG0018151		Cpl07	LerSca			
N0.HOG0018152		Cpl07	LerSca			
N0.HOG0018153		Cpl08	LerSca			
N0.HOG0018154		Cpl08	Ler39			
N0.HOG0018155		Cpl08	Ler39			
N0.HOG0018156		Cpl08				Xtr03
N0.HOG0018157		Cpl08	Ler39			
N0.HOG0018158		Cpl08	Ler39			
N0.HOG0018159		Cpl08	Ler39			
N0.HOG0018160		Cpl08	Ler39			
N0.HOG0018161		Cpl08	Ler39			
N0.HOG0018162		Cpl09	Ler08			
N0.HOG0018163		Cpl09	Ler08			
N0.HOG0018164		Cpl09	Ler15			
N0.HOG0018165		Cpl09	Ler08			
N0.HOG0018166		Cpl09	Ler08			
N0.HOG0018167		Cpl09			Gga03	
N0.HOG0018168		Cpl09	Ler08			
N0.HOG0018169		Cpl09				
N0.HOG0018170		Cpl09	Ler08			
N0.HOG0018171		Cpl09	Ler08			
N0.HOG0018172		Cpl09	Ler08			
N0.HOG0018173		Cpl09		Loc16		
N0.HOG0018174		Cpl10		Loc02		
N0.HOG0018175		Cpl10	Ler09			
N0.HOG0018176		Cpl10		Loc09		
N0.HOG0018177		Cpl10	Ler09			
N0.HOG0018178		Cpl10	Ler09			
N0.HOG0018179		Cpl11	LerSca			
N0.HOG0018180		Cpl11				
N0.HOG0018181		Cpl11	Ler10			
N0.HOG0018182		Cpl11	Ler10			
N0.HOG0018183		Cpl11	LerSca			
N0.HOG0018184		Cpl11	Ler10			
N0.HOG0018185		Cpl11	Ler10			
N0.HOG0018186		Cpl11	Ler10			
N0.HOG0018187		Cpl12	Ler13			
N0.HOG0018188		Cpl12	Ler13			
N0.HOG0018189		Cpl12	Ler13			
N0.HOG0018190		Cpl12	Ler13			
N0.HOG0018191		Cpl12	Ler13			
N0.HOG0018192		Cpl12	Ler13			
N0.HOG0018193		Cpl12	Ler13			
N0.HOG0018194		Cpl12	Ler13			
N0.HOG0018195		Cpl13	Ler14			
N0.HOG0018196		Cpl13	Ler14			
N0.HOG0018197		Cpl14	Ler11			
N0.HOG0018198		Cpl14	Ler11			
N0.HOG0018199		Cpl14	Ler11			
N0.HOG0018200		Cpl14	Ler11			
N0.HOG0018201		Cpl14	Ler11			
N0.HOG0018202		Cpl44, Cpl14				
N0.HOG0018203		Cpl14	Ler11			
N0.HOG0018204		Cpl15				
N0.HOG0018205		Cpl15	Ler12			
N0.HOG0018206		Cpl16	Ler18			
N0.HOG0018207		Cpl16	Ler18			
N0.HOG0018208		Cpl16				
N0.HOG0018209		Cpl16	Ler18			
N0.HOG0018210		Cpl16				
N0.HOG0018211		Cpl16				
N0.HOG0018212		Cpl16	Ler03			
N0.HOG0018213		Cpl17	Ler17			
N0.HOG0018214		Cpl18		Loc05		
N0.HOG0018215		Cpl18				Xtr04
N0.HOG0018216		Cpl18	Ler16			
N0.HOG0018217		Cpl18	Ler16			
N0.HOG0018218		Cpl19	Ler19			
N0.HOG0018219		Cpl19	Ler19			
N0.HOG0018220		Cpl19	Ler19			
N0.HOG0018221		Cpl19	Ler19			
N0.HOG0018222		Cpl19	Ler19			
N0.HOG0018223		Cpl20	Ler21			
N0.HOG0018224		Cpl28, Cpl20				
N0.HOG0018225		Cpl20	Ler21			
N0.HOG0018226		Cpl20	Ler21			
N0.HOG0018227		Cpl20	Ler21			
N0.HOG0018228		Cpl21				
N0.HOG0018229		Cpl21	Ler20			
N0.HOG0018230		Cpl22	Ler15			
N0.HOG0018231		Cpl22	Ler15			
N0.HOG0018232		Cpl23	Ler22			
N0.HOG0018233		Cpl24	Ler23			
N0.HOG0018234		Cpl24	Ler23			
N0.HOG0018235		Cpl24	Ler23			
N0.HOG0018236		Cpl24	Ler23			
N0.HOG0018237		Cpl25	Ler25			
N0.HOG0018238		Cpl25	Ler25			
N0.HOG0018239		Cpl25	Ler25			
N0.HOG0018240		Cpl26				
N0.HOG0018241		Cpl26	Ler24			
N0.HOG0018242		Cpl26	Ler24			
N0.HOG0018243		Cpl27	Ler26			
N0.HOG0018244		Cpl27	Ler26			
N0.HOG0018245		Cpl27	Ler26			
N0.HOG0018246		Cpl27	Ler26			
N0.HOG0018247		Cpl27	Ler26			
N0.HOG0018248		Cpl27	Ler26			
N0.HOG0018249		Cpl28	Ler28			
N0.HOG0018250		Cpl28	Ler28			
N0.HOG0018251		Cpl28	Ler28			
N0.HOG0018252		Cpl29	Ler02			
N0.HOG0018253		Cpl29				Xtr07
N0.HOG0018254		Cpl29	Ler02			
N0.HOG0018255		Cpl29		Loc09		
N0.HOG0018256		Cpl30	Ler31			
N0.HOG0018257		Cpl30	Ler31			
N0.HOG0018258		Cpl30	Ler31			
N0.HOG0018259		Cpl30				Xtr08
N0.HOG0018260		Cpl30	Ler31			
N0.HOG0018261		Cpl30	Ler31			
N0.HOG0018262		Cpl31	Ler29			
N0.HOG0018263		Cpl31	Ler29			
N0.HOG0018264		Cpl31	Ler29			
N0.HOG0018265		Cpl31	Ler29			
N0.HOG0018266		Cpl31	Ler29			
N0.HOG0018267		Cpl31	Ler29			
N0.HOG0018268		Cpl31	Ler29			
N0.HOG0018269		Cpl32	Ler01			
N0.HOG0018270		Cpl32	Ler01			
N0.HOG0018271		Cpl33	Ler27			
N0.HOG0018272		Cpl33	Ler27			
N0.HOG0018273		Cpl33	Ler27			
N0.HOG0018274		Cpl33				Xtr08
N0.HOG0018275		Cpl33				
N0.HOG0018276		Cpl33	Ler27			
N0.HOG0018277		Cpl33	Ler27			
N0.HOG0018278		Cpl34	Ler30			
N0.HOG0018279		Cpl34				Xtr07
N0.HOG0018280		Cpl34	Ler30			
N0.HOG0018281		Cpl34	Ler30			
N0.HOG0018282		Cpl34	Ler30			
N0.HOG0018283		Cpl35	Ler32			
N0.HOG0018284		Cpl36	Ler33			
N0.HOG0018285		Cpl36	Ler33			
N0.HOG0018286		Cpl36	Ler33			
N0.HOG0018287		Cpl36	Ler32			
N0.HOG0018288		Cpl37	LerSca			
N0.HOG0018289		Cpl37	LerSca			
N0.HOG0018290		Cpl37	LerSca			
N0.HOG0018291		Cpl37	LerSca			
N0.HOG0018292		Cpl37	LerSca			
N0.HOG0018293		Cpl37				
N0.HOG0018294		Cpl37	LerSca			
N0.HOG0018295		Cpl37	LerSca			
N0.HOG0018296		Cpl37				Xtr08
N0.HOG0018297		Cpl37	LerSca			
N0.HOG0018298		Cpl37	LerSca			
N0.HOG0018299		Cpl37	LerSca			
N0.HOG0018300		Cpl37				Xtr08
N0.HOG0018301		Cpl37	LerSca			
N0.HOG0018302		Cpl37	LerSca			
N0.HOG0018303		Cpl37	LerSca			
N0.HOG0018304		Cpl37	LerSca			
N0.HOG0018305		Cpl37				Xtr09
N0.HOG0018306		Cpl37	LerSca			
N0.HOG0018307		Cpl37	LerSca			
N0.HOG0018308		Cpl37				
N0.HOG0018309		Cpl37	LerSca			
N0.HOG0018310		Cpl37				Xtr07
N0.HOG0018311		Cpl38		LocSca		
N0.HOG0018312		Cpl38	Ler34			
N0.HOG0018313		Cpl38	Ler34			
N0.HOG0018314		Cpl38	Ler34			
N0.HOG0018315		Cpl39	Ler37			
N0.HOG0018316		Cpl39	Ler37			
N0.HOG0018317		Cpl39	Ler37			
N0.HOG0018318		Cpl39	Ler37			
N0.HOG0018319		Cpl39	Ler37			
N0.HOG0018320		Cpl39	Ler37			
N0.HOG0018321		Cpl39	Ler37			
N0.HOG0018322		Cpl39	Ler37			
N0.HOG0018323		Cpl39	Ler37			
N0.HOG0018324		Cpl40				Xtr03
N0.HOG0018325		Cpl40	Ler36			
N0.HOG0018326		Cpl40	Ler36			
N0.HOG0018327		Cpl40	Ler36			
N0.HOG0018328		Cpl40	Ler36			
N0.HOG0018329		Cpl41	Ler38			
N0.HOG0018330		Cpl41	Ler38			
N0.HOG0018331		Cpl41	Ler38			
N0.HOG0018332		Cpl41	Ler38			
N0.HOG0018333		Cpl41	Ler38			
N0.HOG0018334		Cpl41				Xtr08
N0.HOG0018335		Cpl41	Ler38			
N0.HOG0018336		Cpl41	Ler38			
N0.HOG0018337		Cpl41	Ler38			
N0.HOG0018338		Cpl41	Ler38			
N0.HOG0018339		Cpl41	Ler38			
N0.HOG0018340		Cpl41	Ler38			
N0.HOG0018341		Cpl41		Loc02		
N0.HOG0018342		Cpl41	Ler38			
N0.HOG0018343		Cpl41	Ler38			
N0.HOG0018344		Cpl41	Ler38			
N0.HOG0018345		Cpl41	Ler38			
N0.HOG0018346		Cpl41	Ler38			
N0.HOG0018347		Cpl41				
N0.HOG0018348		Cpl42	Ler35			
N0.HOG0018349		Cpl42	Ler35			
N0.HOG0018350		Cpl42	Ler35			
N0.HOG0018351		Cpl42	Ler35			
N0.HOG0018352		Cpl42	Ler35			
N0.HOG0018353		Cpl42	Ler35			
N0.HOG0018354		Cpl42	Ler35			
N0.HOG0018355		Cpl42		Loc01		
N0.HOG0018356		Cpl42	Ler35			
N0.HOG0018357		Cpl43	Ler40			
N0.HOG0018358		Cpl43, Cpl47				
N0.HOG0018359		Cpl43	LerSca			
N0.HOG0018360		Cpl43				
N0.HOG0018361		Cpl44				
N0.HOG0018362		Cpl45	LerSca			
N0.HOG0018363		Cpl45	LerSca			
N0.HOG0018364		Cpl45				
N0.HOG0018365		Cpl45	Ler08			
N0.HOG0018366		Cpl45	LerSca			
N0.HOG0018367		Cpl45	Ler09			
N0.HOG0018368		Cpl45				Xtr04
N0.HOG0018369		Cpl45				
N0.HOG0018370		Cpl46				
N0.HOG0018371		Cpl46				Xtr07
N0.HOG0018372		Cpl47	LerSca			
N0.HOG0018373		Cpl47	LerSca			
N0.HOG0018374		Cpl47				
N0.HOG0018375		Cpl47				Xtr07
N0.HOG0018376		Cpl47				
N0.HOG0018377		Cpl47			Gga03	
N0.HOG0018378		Cpl47			GgaZ	
N0.HOG0018379		Cpl47				Xtr07
N0.HOG0018380		Cpl48	Ler51			
N0.HOG0018381		Cpl48	Ler51			
N0.HOG0018382		Cpl48	LerSca			
N0.HOG0018383		Cpl48	LerSca			
